  @queenbee	NIL647
iPod	http://dbpedia.org/resource/IPod
iPods	http://dbpedia.org/resource/IPod
iQuoteComedy	NIL290
iQuoteComedy	NIL928
iQuoteSwag	NIL135
iRespectFemales	NIL291
iTax	http://dbpedia.org/resource/Income_tax_in_the_United_States
iTunes	http://dbpedia.org/resource/ITunes
ibiza	http://dbpedia.org/resource/Ibiza
icashmir	NIL915
ice cube	http://dbpedia.org/resource/Ice_Cube
iceagemuke	NIL916
icehockey	http://dbpedia.org/resource/Ice_hockey
iclavijos	NIL393
icriedwolfuk	NIL3
idillionaire	NIL132
iiarwatch	NIL396
ikea	http://dbpedia.org/resource/IKEA
ikwerreman	NIL133
illuminati	http://dbpedia.org/resource/Illuminati
imacelebrity	http://dbpedia.org/resource/I'm_a_Celebrity...Get_Me_Out_of_Here!
in_camden	NIL921
infojakarta	NIL289
iniesta	http://dbpedia.org/resource/Andrés_Iniesta
internet	http://dbpedia.org/resource/Internet
intuMK	NIL926
invinciblog	NIL927
ipad	http://dbpedia.org/resource/IPad
iphone6	http://dbpedia.org/resource/IPhone
ipod	http://dbpedia.org/resource/IPod
iraqi	http://dbpedia.org/resource/Iraqi_people
ireland	http://dbpedia.org/resource/Ireland
iron maiden	http://dbpedia.org/resource/Iron_Maiden
is @DanielHuwL	NIL271
islam	http://dbpedia.org/resource/Islam
isleofislay	http://dbpedia.org/resource/Islay
ispeakswag	NIL136
itcinfotech	http://dbpedia.org/resource/ITC_Infotech
itsjillgardner	NIL400
itsmemavera	NIL401
itunes	http://dbpedia.org/resource/ITunes_Store
itv	http://dbpedia.org/resource/ITV_(TV_channel)
itv2	http://dbpedia.org/resource/ITV2
itv4	http://dbpedia.org/resource/ITV4
ivan toney	http://dbpedia.org/resource/Ivan_Toney
jack	NIL147
jack	http://dbpedia.org/resource/Jack_Wilshere
jack_sims	NIL404
jackhurley6	NIL148
jaketapper	http://dbpedia.org/resource/Jake_Tapper
james_a_pt	NIL150
jamesdegale1	http://dbpedia.org/resource/James_DeGale
jamesdey72	NIL414
jamesmartinchef	NIL415
jamesmaslow	http://dbpedia.org/resource/James_Maslow
jamesnixon_94	NIL416
janebar83	NIL151
janis joplin	http://dbpedia.org/resource/Janis_Joplin
jarpad	http://dbpedia.org/resource/Jared_Padalecki
jasonterry31	http://dbpedia.org/resource/Jason_Terry
jclements61	NIL422
jcol171290	NIL423
jenkinsbenjamin	NIL424
jeremypopoff	NIL427
jerkberkerrr	NIL429
jessschofield_	NIL432
jfalconer	NIL143
jheanne_arjce	NIL435
jianghomeshi	NIL437
jihad	http://dbpedia.org/resource/Jihad
jimbobgooner	NIL155
jimmi hendrix	http://dbpedia.org/resource/Jimi_Hendrix
jimmv38	NIL438
jimmy	NIL16
jimmy	NIL439
jimmy Bullard	http://dbpedia.org/resource/Jimmy_Bullard
jimmybullard	http://dbpedia.org/resource/Jimmy_Bullard
jimmywa11	http://dbpedia.org/resource/John_Wall_(basketball)
jodymcintyre	NIL144
joeremblance	NIL156
joey7barton	http://dbpedia.org/resource/Joey_Barton
johncena	http://dbpedia.org/resource/John_Cena
jojubs	NIL147
jonathonross	http://dbpedia.org/resource/Jonathan_Ross
jongaunt	http://dbpedia.org/resource/Jon_Gaunt
jongudmund	NIL457
jonkarl	NIL458
jontelrenee	NIL149
jordan 2	http://dbpedia.org/resource/Air_Jordan
jtrygges	NIL930
justazie	NIL468
justinbieber	http://dbpedia.org/resource/Justin_Bieber
jwinno	NIL155
jwright329	NIL469
kabayan	http://dbpedia.org/resource/Typhoon_Muifa_(2011)
kaciallen	NIL156
kastina	http://dbpedia.org/resource/Malakhi_Junction
katedesceras	NIL158
katemov	NIL475
katieamarsh	NIL477
katiecmoore	NIL478
katiefrances89	NIL479
kdfinfo	http://dbpedia.org/resource/Kenya_Defence_Forces
kempster99	NIL483
kempyV1410	NIL484
kent_police	http://dbpedia.org/resource/Kent_Police
kenya	http://dbpedia.org/resource/Kenya
kevin spacey	http://dbpedia.org/resource/Kevin_Spacey
kevmg	NIL486
kevvyb0712	NIL487
kezzac	NIL488
khap movie	http://dbpedia.org/resource/Khap_(film)
kidsout	NIL87
kimxianatginc	NIL933
kirstensalyer	NIL492
kktv11news	http://dbpedia.org/resource/KKTV
kmflett	http://dbpedia.org/resource/Keith_Flett
komonews	NIL934
kurt coban	http://dbpedia.org/resource/Kurt_Cobain
kwame	http://dbpedia.org/resource/Kwamé
kweeenkay	NIL496
kxleeuy	NIL167
ladygaga	http://dbpedia.org/resource/Lady_Gaga
lairdsfc	NIL498
landmark3d	NIL294
larsvanderhaar	http://dbpedia.org/resource/Lars_van_der_Haar
latimes	http://dbpedia.org/resource/Los_Angeles_Times
laurenmcallan	NIL168
lazerhelmets	NIL938
lazy_liam	NIL160
leah_compassion	NIL502
leehods2	http://dbpedia.org/resource/Lee_Hodson
lewandolski	http://dbpedia.org/resource/Robert_Lewandowski
lewis	http://dbpedia.org/resource/Lewis_Hamilton
lex_looper	NIL171
lex_looper	NIL509
lfcpanther	NIL510
lgbt	http://dbpedia.org/resource/LGBT_community
liam	NIL512
liamstack	NIL513
libdems	http://dbpedia.org/resource/Liberal_Democrats
libra	http://dbpedia.org/resource/Libra_(astrology)
libya	http://dbpedia.org/resource/Libya
lights	http://dbpedia.org/resource/Lights_(musician)
likeavillasboas	NIL514
lil Kim	NIL10014
lil b	http://dbpedia.org/resource/Lil_B
linajk	NIL297
lindainoz07	NIL173
lindainoz07	NIL516
lindasgrant	http://dbpedia.org/resource/Linda_Grant
lindseyraye	NIL166
lion king	http://dbpedia.org/resource/The_Lion_King_(musical)
litlun33	NIL519
livedarts	NIL521
liverpool	http://dbpedia.org/resource/Liverpool
liverpoolriots	http://dbpedia.org/resource/2011_England_riots
lizzard86	NIL168
ll cool j	http://dbpedia.org/resource/LL_Cool_J
london	http://dbpedia.org/resource/London
londonmidland	http://dbpedia.org/resource/London_Midland
londonriots	http://dbpedia.org/resource/2011_England_riots
londres	http://dbpedia.org/resource/London
lonelythebrave	NIL940
loz_mc_	NIL174
lozxjxbrown	NIL525
luc_bvb	NIL175
lucyCwhitehead	NIL176
lucy_meck	NIL526
luke_bwfc	NIL529
lulzsec	http://dbpedia.org/resource/LulzSec
lurchlerouge	NIL531
lydiabea	NIL532
lynnemthomas	NIL534
lynxlynx8	NIL178
lynxlynx8	NIL535
m @prinsesachin	http://dbpedia.org/resource/Kim_Chiu
m4tt	NIL298
mac	http://dbpedia.org/resource/Macintosh
maltesers	http://dbpedia.org/resource/Maltesers
manchester	http://dbpedia.org/resource/Manchester
manhattan	http://dbpedia.org/resource/Manhattan
manhattan beach	http://dbpedia.org/resource/Manhattan_Beach,_California
marcjenkins	NIL543
mariastamp1	NIL184
mariastamp1	NIL545
markknoller	NIL548
markusfeehily	http://dbpedia.org/resource/Mark_Feehily
mars rover	http://dbpedia.org/resource/Mars_rover
martingujan	NIL187
marvel	http://dbpedia.org/resource/Marvel_Studios
mary j blige	http://dbpedia.org/resource/Mary_J._Blige
mastodon	http://dbpedia.org/resource/Mastodon_(band)
mattfixerpayne	NIL553
mattgoss	http://dbpedia.org/resource/Matt_Goss
matthewstoller	NIL557
mattmdiaz	http://dbpedia.org/resource/Matt_Diaz
mattryanreal	NIL558
matty_yu	NIL175
mcfc	http://dbpedia.org/resource/Manchester_City_F.C.
mchammer	http://dbpedia.org/resource/MC_Hammer
mcollinknight	NIL561
measles	http://dbpedia.org/resource/Measles
meezytk	NIL563
megan_powellx	NIL192
meganokay	NIL564
mei_lanrere	NIL178
mem_a68	NIL568
metpoliceuk	http://dbpedia.org/resource/Metropolitan_Police_Service
miami	http://dbpedia.org/resource/Miami
michaeldthomas	NIL572
michaelombardi	http://dbpedia.org/resource/Michael_Lombardi_(American_football)
micky mouse	http://dbpedia.org/resource/Mickey_Mouse
micodelrosario	NIL576
midshropswheels	NIL950
mileycyrus	http://dbpedia.org/resource/Miley_Cyrus
military police	http://dbpedia.org/resource/Military_police
milton keynes	http://dbpedia.org/resource/Milton_Keynes
miltonkeynes	http://dbpedia.org/resource/Milton_Keynes
miltonkeyneslightening	http://dbpedia.org/resource/Milton_Keynes_Lightning
miltonkeyneswcx	NIL4
mindlesspizza	NIL579
mirror	http://dbpedia.org/resource/Daily_Mirror
mitch1974	NIL582
mk	http://dbpedia.org/resource/Milton_Keynes
mk11livemusic	NIL952
mk_citizen	http://dbpedia.org/resource/Milton_Keynes_Citizen
mkarmy	NIL200
mkcx	NIL12
mkcx	NIL7
mkdons	http://dbpedia.org/resource/Milton_Keynes_Dons_F.C.
mkfm	NIL291
mkwccx	NIL12
mkwccx	NIL4
mkwcx	NIL12
mkwcx	NIL4
modernmissus	NIL584
moon	http://dbpedia.org/resource/Moon
morgasm_1996	NIL586
morrisons	http://dbpedia.org/resource/Morrisons
mostlygeordie	NIL587
mouse	http://dbpedia.org/resource/Mickey_Mouse
mpanzarino	NIL186
mrctbear	NIL589
mrjamesob	NIL591
msElle_laReine	NIL190
mufc	http://dbpedia.org/resource/Manchester_United_F.C.
muggles	NIL6
mumford and sons	http://dbpedia.org/resource/Mumford_&_Sons
murdoch	http://dbpedia.org/resource/Rupert_Murdoch
n @alex_2	NIL74
n Aylesbu	http://dbpedia.org/resource/Aylesbury
nabihahmal	NIL597
nandos	http://dbpedia.org/resource/Nando's
nasa	http://dbpedia.org/resource/NASA
navyyardshooting	http://dbpedia.org/resource/Washington_Navy_Yard_shooting
nbc	http://dbpedia.org/resource/NBC
nbcbayarea	http://dbpedia.org/resource/KNTV
nbcsvu	NIL92
neilhimself	NIL194
nessaboo684	NIL195
networkrail	http://dbpedia.org/resource/Network_Rail
new York Times	http://dbpedia.org/resource/The_New_York_Times
new york	http://dbpedia.org/resource/New_York
newadvent	NIL963
newietraveller	NIL964
newsbrooke	http://dbpedia.org/resource/Heather_Brooke
newscientist	http://dbpedia.org/resource/New_Scientist
newsnight	http://dbpedia.org/resource/Newsnight
newtgingrich	http://dbpedia.org/resource/Newt_Gingrich
nfl	http://dbpedia.org/resource/National_Football_League
nhs	http://dbpedia.org/resource/National_Health_Service
nickdawks	NIL210
nickimonge	NIL211
nico_rosberg	http://dbpedia.org/resource/Nico_Rosberg
night at the museum	http://dbpedia.org/resource/Night_at_the_Museum
nike shox	http://dbpedia.org/resource/Nike_Shox
nikeid	http://dbpedia.org/resource/NikeID
nikola	NIL609
no shave November	http://dbpedia.org/resource/Movember
no shave november	http://dbpedia.org/resource/Movember
noonahmed	NIL611
nordicwalkinguk	NIL94
north Belfast	http://dbpedia.org/resource/Belfast_North_(UK_Parliament_constituency)
north London	http://dbpedia.org/resource/North_London
northern Colorado	http://dbpedia.org/resource/Northern_Colorado
norway	http://dbpedia.org/resource/Norway
notw	http://dbpedia.org/resource/News_of_the_World
nouha3s	NIL612
nsbits	NIL46
nufc	http://dbpedia.org/resource/Newcastle_United_F.C.
nursiedeb	NIL613
nyg	http://dbpedia.org/resource/New_York_Giants
nyj	http://dbpedia.org/resource/New_York_Jets
nypd	http://dbpedia.org/resource/New_York_City_Police_Department
nyt	http://dbpedia.org/resource/The_New_York_Times
nytimes	http://dbpedia.org/resource/The_New_York_Times
o, goo	http://dbpedia.org/resource/Google
obamacare	http://dbpedia.org/resource/Patient_Protection_and_Affordable_Care_Act
oceanCRIES	NIL47
officers	http://dbpedia.org/resource/Officer
officialblue	http://dbpedia.org/resource/Blue_(English_band)
officialjaden	http://dbpedia.org/resource/Jaden_Smith
ohso_heartless	NIL198
ohteenquotes	NIL302
okaland	http://dbpedia.org/resource/Oakland,_California
olaf	http://dbpedia.org/resource/Olaf_(Disney)
oldpicsarchive	NIL294
oliverwaters	NIL213
ollyofficial	http://dbpedia.org/resource/Olly_Murs
olympics	http://dbpedia.org/resource/Olympic_Games
omgAdamSaleh	NIL215
onedirection	http://dbpedia.org/resource/One_Direction
opoloposweden	NIL623
oslexpl	http://dbpedia.org/resource/2011_Norway_attacks
oslo	http://dbpedia.org/resource/Oslo
oslobomb	http://dbpedia.org/resource/2011_Norway_attacks
osloexpl	http://dbpedia.org/resource/2011_Norway_attacks
oweekwestern	NIL977
owlcity	http://dbpedia.org/resource/Owl_City
oxford street	http://dbpedia.org/resource/Oxford_Street
oxytocin	http://dbpedia.org/resource/Oxytocin
p90x	http://dbpedia.org/resource/P90X
paddingtonbear	http://dbpedia.org/resource/Paddington_Bear
palin	http://dbpedia.org/resource/Sarah_Palin
pantsybaby	NIL625
paramore	http://dbpedia.org/resource/Paramore
patnicholss	NIL627
patoranky	NIL628
paulbaylay	NIL629
pee wee Herman	http://dbpedia.org/resource/Pee-wee_Herman
peer-to-peer network	http://dbpedia.org/resource/Peer-to-peer
pensionschamp	NIL633
pep	http://dbpedia.org/resource/Pep_Guardiola
persdevquotes	NIL303
peterbakernyt	http://dbpedia.org/resource/Peter_Baker_(author)
peterjlambert	NIL220
peymaneh123	NIL638
phil hughes	http://dbpedia.org/resource/Phillip_Hughes
philhughes	http://dbpedia.org/resource/Phillip_Hughes
philipglowinski	NIL639
philthefunk	NIL640
philxl	NIL641
phone hacking	http://dbpedia.org/resource/News_International_phone_hacking_scandal
phone hacking scandal	http://dbpedia.org/resource/News_International_phone_hacking_scandal
phonehacking	http://dbpedia.org/resource/News_International_phone_hacking_scandal
piersmorgan	http://dbpedia.org/resource/Piers_Morgan
pjbish	NIL222
pjbish	NIL642
pjmanpugh	NIL643
planetoftheapes	http://dbpedia.org/resource/Planet_of_the_Apes
plaxico	http://dbpedia.org/resource/Plaxico_Burress
playboy	http://dbpedia.org/resource/Playboy
playmaker	NIL209
playstation	http://dbpedia.org/resource/PlayStation
pll	http://dbpedia.org/resource/Pretty_Little_Liars_(TV_series)
pmharper	http://dbpedia.org/resource/Stephen_Harper
pneumonia	http://dbpedia.org/resource/Pneumonia
polenastics	NIL30
police	http://dbpedia.org/resource/Police
politico	http://dbpedia.org/resource/Politico
pop punk	http://dbpedia.org/resource/Pop_punk
postabargain	NIL984
pot	http://dbpedia.org/resource/Cannabis_smoking
potter	http://dbpedia.org/resource/Harry_Potter
prince charming	http://dbpedia.org/resource/Prince_Charming
prinsesachinita	http://dbpedia.org/resource/Kim_Chiu
ps3	http://dbpedia.org/resource/PlayStation_3
ps4	http://dbpedia.org/resource/PlayStation_4
purpleMash	NIL224
qikipedia	NIL989
queen latifah	http://dbpedia.org/resource/Queen_Latifah
queenbeemae	NIL647
queenteapot	NIL225
quitesimpIe	NIL212
r @EmmaBurro	NIL120
r Ste	NIL730
rabies	http://dbpedia.org/resource/Rabies
radio one	http://dbpedia.org/resource/BBC_Radio_1
rae_natasha	NIL213
ram_gooner182	NIL226
ram_gooner182	NIL651
raymond_blanc	http://dbpedia.org/resource/Raymond_Blanc
rcooley123	NIL655
rdgmartin	NIL227
realDonaldTrump	http://dbpedia.org/resource/Donald_Trump
realdealdanny	NIL656
realjoeswash	http://dbpedia.org/resource/Joe_Swash
realmadrid	http://dbpedia.org/resource/Real_Madrid_C.F.
reashninja	NIL228
reashninja	NIL657
recruitermag	NIL307
reuters	http://dbpedia.org/resource/Reuters
richardbranson	http://dbpedia.org/resource/Richard_Branson
richardwiggins	NIL665
rickygervais	http://dbpedia.org/resource/Ricky_Gervais
rio	http://dbpedia.org/resource/Rio_de_Janeiro
rioferdy5	http://dbpedia.org/resource/Rio_Ferdinand
riot	http://dbpedia.org/resource/2011_England_riots
riots	http://dbpedia.org/resource/2011_England_riots
rk_p	NIL219
robertkingsland	NIL231
robibellini	NIL672
robinhoodtax	http://dbpedia.org/resource/Robin_Hood_tax
robthechefAFC	NIL673
roccorossi	NIL220
rocket9ueen	NIL675
ronmarz	http://dbpedia.org/resource/Ron_Marz
roshnikrista	NIL679
rossrayburn	NIL680
rowenavalerie	NIL682
roxy reynolds	http://dbpedia.org/resource/Roxy_Reynolds
rrrosco	NIL233
rsherl01	NIL222
rulhania	NIL684
ryday10	NIL686
ryeong9	http://dbpedia.org/resource/Kim_Ryeowook
s #Lon	http://dbpedia.org/resource/London
sactraffic	NIL995
saints	http://dbpedia.org/resource/Saint
salmonella	http://dbpedia.org/resource/Salmonella
sam0007ster	NIL692
samspge	NIL236
samthorman	NIL693
sara_holden	NIL697
saracens	http://dbpedia.org/resource/Saracens_F.C.
sarin	http://dbpedia.org/resource/Sarin
sashadaisical	NIL699
satayamirah	NIL229
scg	http://dbpedia.org/resource/Sydney_Cricket_Ground
schleifnet	NIL231
scoobydoo	http://dbpedia.org/resource/Scooby-Doo
scoopit	NIL997
scott_isbell	NIL701
scott_mills	http://dbpedia.org/resource/Scott_Mills
se1	NIL999
seanmcmanus__	NIL702
secularbloke	NIL1000
security council	http://dbpedia.org/resource/United_Nations_Security_Council
senators	http://dbpedia.org/resource/Ottawa_Senators
seventeenmag	NIL10000
shahidkapoor	http://dbpedia.org/resource/Shahid_Kapoor
sharm el sheikh hospital	NIL23
sharonshannon	NIL234
sharpfang	NIL704
shayneTward	http://dbpedia.org/resource/Shayne_Ward
shimano	http://dbpedia.org/resource/Shimano
shinji	http://dbpedia.org/resource/Shinji_Higuchi
shortcutapp	NIL1007
shortielady7	NIL711
shotta_gooner	NIL239
signoramac	NIL1008
sijisoares	NIL712
simonChef99	NIL714
simpsontrevor	NIL715
sineadgleeson	NIL236
singapore	http://dbpedia.org/resource/Singapore
siphili	NIL717
sizza09	NIL718
sj17burns	NIL240
sky sports	http://dbpedia.org/resource/Sky_Sports
skyhd	http://dbpedia.org/resource/Sky+_HD
slang4201	NIL242
sligokitty	NIL243
smeagol_11	NIL723
smh_news	NIL41
smudger_d	NIL1010
smudger_d	NIL724
snaffleweb	NIL1011
snaffleweb	NIL244
snaffleweb	NIL725
snapchat	http://dbpedia.org/resource/Snapchat
snow_charlie	NIL245
soccer	http://dbpedia.org/resource/Association_football
somali	http://dbpedia.org/resource/Somali_people
sondrasolarte	NIL726
soniaodedra	NIL246
soompi	http://dbpedia.org/resource/Soompi
sophie_wombell	NIL728
southern U.S.	http://dbpedia.org/resource/Southern_United_States
space shuttle Atlantis	http://dbpedia.org/resource/Space_Shuttle_Atlantis
space shuttle program	http://dbpedia.org/resource/Space_Shuttle_program
spark_thang	NIL237
spin1038	http://dbpedia.org/resource/Spin_1038
spurs	http://dbpedia.org/resource/Tottenham_Hotspur_F.C.
ssearena	http://dbpedia.org/resource/Wembley_Arena
stadium:mk	http://dbpedia.org/resource/Stadium_mk
star wars	http://dbpedia.org/resource/Star_Wars
starboynathan	http://dbpedia.org/resource/Starboy_Nathan
starbucks	http://dbpedia.org/resource/Starbucks
starledger	http://dbpedia.org/resource/The_Star-Ledger
stephena94	NIL731
stevesilberman	http://dbpedia.org/resource/Steve_Silberman
stewwebb	NIL736
stirling_fellow	NIL737
stock market crash of 1929	http://dbpedia.org/resource/Wall_Street_Crash_of_1929
stuartg917	NIL1017
stuiebacon	http://dbpedia.org/resource/Stuart_Craig
subodh1945	NIL238
subotic	http://dbpedia.org/resource/Neven_Subotić
subway	http://dbpedia.org/resource/Subway_(restaurant)
suesmith8	NIL741
sumat_patel	NIL743
sunderland	http://dbpedia.org/resource/Sunderland_A.F.C
sunnah	http://dbpedia.org/resource/Sunnah
superspurs34	NIL744
surreyriots	http://dbpedia.org/resource/2011_England_riots
suzhalliburton	NIL239
sven	NIL3
sven nys	http://dbpedia.org/resource/Sven_Nys
sven_nys	http://dbpedia.org/resource/Sven_Nys
svenness	http://dbpedia.org/resource/Sven_Nys
svennys	http://dbpedia.org/resource/Sven_Nys
swami2005	NIL750
swan_mk	NIL102
swede	http://dbpedia.org/resource/Sweden
swedish	http://dbpedia.org/resource/Sweden
swimming	http://dbpedia.org/resource/Swimming_(sport)
swimming world championships	http://dbpedia.org/resource/2011_World_Aquatics_Championships
swish41	http://dbpedia.org/resource/Dirk_Nowitzki
s❤️@DanielHuwL	NIL271
t_hocks	NIL1022
takethat	http://dbpedia.org/resource/Take_That
tampons	http://dbpedia.org/resource/Tampon
taramoriarty1	NIL752
tarasch95	NIL249
taylorswift13	http://dbpedia.org/resource/Taylor_Swift
tcbayliss	NIL754
teenywiseman	NIL757
tennis	http://dbpedia.org/resource/Tennis
thai_tuxie	NIL758
thanksgiving	http://dbpedia.org/resource/Thanksgiving
the Open Championship	http://dbpedia.org/resource/The_Open_Championship
the Simpsons	http://dbpedia.org/resource/The_Simpsons
the Sun	http://dbpedia.org/resource/The_Sun_(United_Kingdom)
the Today Show	http://dbpedia.org/resource/Today_(U.S._TV_program)
the apprentice	http://dbpedia.org/resource/The_Apprentice_(UK_TV_series)
the hunger games	http://dbpedia.org/resource/The_Hunger_Games_(film)
the lion king	http://dbpedia.org/resource/The_Lion_King
the sun	http://dbpedia.org/resource/The_Sun_(United_Kingdom)
the usual suspects	http://dbpedia.org/resource/The_Usual_Suspects
the verve	http://dbpedia.org/resource/The_Verve
theRealHOTSAUCE	NIL312
theactualgeorge	NIL759
theblaze	http://dbpedia.org/resource/TheBlaze
